numero,code,nom_commercial,groupe_therapeutique,prix_fcfa
233,5611030,AMOXI DENK CP 500 MG B/20,"ANTIBIOTIQUE, PENICILLINE",2151.0
234,3992432,AMOXICAP GELULE 500MG PLAQUETTE/10,"ANTIBIOTIQUE, PENICILLINE",760.0
235,8025956,AMOXICILLIN PPH GELULE 500 MG B/l2,"ANTIBIOTIQUE, PENICILLINE",1387.0
236,8066091,AMOXICILLINE CIPHARM CP 500 MG PLAQUETTE DE 10,"ANTIBIOTIQUE, PENICILLINE",500.0
237,8043109,AMOXICILLINE TM CP 500 MG B/l 2,"ANTIBIOTIQUE, PENICILLINE",980.0
238,8054024,AMOXICILLINE UBI CP 500 MG PLAQUETTE DE 12,"ANTIBIOTIQUE, PENICILLINE",830.0
239,8054194,AMOXICILLINE UBI PDRE P SUSP BUV 125 MG/5 ML FL/60 ML,"ANTIBIOTIQUE, PENICILLINE",790.0
240,8054231,AMOXICILLINE UBI PDRE P SUSP BUV 250 MG/5 ML FL/60 ML,"ANTIBIOTIQUE, PENICILLINE",980.0
241,8071324,"AMOXICLAV DENK CP 562,5 MG B/l 6","ANTIBIOTIQUE, PENICILLINE",4851.0
242,3221105,AMOXICLAV DENK PDRE P SOL BUV B/l2 SACH,"ANTIBIOTIQUE, PENICILLINE",6780.0
243,8071264,AMOXICLAV DENK PDRE P SUSP BUV SACHET 1000MG B/8,"ANTIBIOTIQUE, PENICILLINE",4851.0
244,8051592,AMOXICO GELULE 500 MG B/20,"ANTIBIOTIQUE, PENICILLINE",1805.0
245,8046562,AMOXICO PDRE P P INJ IG B/l,"ANTIBIOTIQUE, PENICILLINE",980.0
246,3992425,AMOXIGRAN PDRE P SUSP BUV 125 MG/5 ML FL/60 ML,"ANTIBIOTIQUE, PENICILLINE",1080.0
247,8073369,AMOXIREX GELULE 500 MG B/l 2,"ANTIBIOTIQUE, PENICILLINE",1405.0
248,8092409,AMOXIREX PDRE P SUSP BUV 250 MG/5 ML FL/60 ML,"ANTIBIOTIQUE, PENICILLINE",1200.0
249,2035244,AMPIPHAR GELLULE 500 MG PLAQUETTE 12,"ANTIBIOTIQUE, PENICILLINE",552.0
250,5007990,AMPIPHAR-AMPIC CP 500 MG B/l 2,"ANTIBIOTIQUE, PENICILLINE",1130.0
251,4208163,AMRIZOLE N SUPPO VAGINAUX B/5,"GYNECOLOGIE,TRAITEMENT DES VU LVO VAGINITES",995.0
252,3543689,AMSTAN CP 10MG/160MG B/30,AUTRES ASSOCIATIONS D’ANTIHYPERTENSEURS,15530.0
253,3543641,AMSTAN CP PELL 5MG/160MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,13530.0
254,3543603,AMSTAN CP PELL 5MG/80MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,11530.0
255,8018761,AMTIBA CP 500 MG B/4,ANTIBIOTIQUE ET ANTIPARASITAIRE,748.0
256,3224175,AMTOR CP 10MG/5MG B/30,"CARDIOLOGIE, ANTIHYPERTENSEUR",8985.0
257,9023271,AMUSTIL CREME T/30 G,"DERMATOLOGIE, ANTIBACTERIEN LOCAL",2934.0
258,3016916,ANADEX SIROP FL/60 ML,"ORL,ANTI-GRIPPE,ANTI-RHUME",1735.0
259,1096166,ANALGAN CODEINE CP 300/25MG B/l 6,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1130.0
260,1096173,ANALGAN CODEINE CP 600/50MG B/l 2,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1545.0
261,1096128,ANALGAN EXTRA CP 500/65MG B/l 6,ANTALGIQUE/ANTIPYRETIQUE,995.0
262,8001795,ANALGIN CP 500 MG B/l 0,ANTALGIQUE/ANTIPYRETIQUE ET ANTISPASMODIQUE,1036.0
263,8072312,ANAPAIN - EXTRA CP 500 MG PLAQUETTE DE 10,ANTALGIQUE/ANTIPYRETIQUE,434.0
264,1015136,ANASPASM ORO CP ORODISP 80MG B/10,ANTISPASMODIQUE,1680.0
265,3239220,ANASTROZOLE DENK CP 1 MG B/30,"CANCEROLOGIE, ANTINEOPLASIQUE",39290.0
266,3236642,ANDOL C CP EFFERVESCENTS 500MG/300MG B/10,ANTALGIQUE/ANTIPYRETIQUE,1145.0
267,3207697,ANDOL CP EFF IG B/8,ANTALGIQUE/ANTIPYRETIQUE,1047.0
268,3207703,ANDOL CP EFF 500 MG B/l 6,ANTALGIQUE/ANTIPYRETIQUE,1010.0
269,3235100,ANDROCUR CP 50 MG B/20,"ENDOCRINOLOGIE, HIRSUTISME DE LA FEMME, ADENOME PROSTATIQUE",21960.0
270,8594430,ANGINIB CP 100 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",9740.0
271,8594329,ANGINIB CP PELLICULE 50MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",7470.0
272,5612000,ANGIZAAR-25 CP 25 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",7379.0
273,8059984,ANGIZAAR-50 CP 50 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",10612.0
274,5612010,ANGIZAAR-H CP B/30,ANTIHYPERTENSEUR ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE,10030.0
275,3409473,ANOMEX PDET/30G,"GASTRO.E.H., MEDICAMENT DE PROCTOLOGIE",3474.0
276,3383292,ANOX CP PELL 200 MG B/l 0,"ANTIBIOTIQUE, QUINOLONE",4190.0
277,2289973,ANOXACIN CAPS 500MG B/20,"ANTIBIOTIQUE, PENICILLINE",3785.0
278,3267672,ANTADYS CP ENR 100 MG B/l 5,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),3075.0
279,5600003,ANTAFENE CP PELL 200 MG B/20,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1030.0
280,8085964,ANTAFENE PEDIATRIQUE SUP BUV 100 MG/5 ML FL/90 ML,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1230.0
281,3040546,ANTALGEX T GELULE B/20,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",2003.0
282,9755878,ANTARENE CP 400MG/60MG B/l 0,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),3470.0
283,3036495,ANTICID PLUS SUSP BUV FL/200 ML,"GASTRO.E.H., ANTIACIDE ET PANSEMENT GASTROINTESTINAL",1791.0
284,3005423,ANTIGRIPPINE VIT C CP B/l 2,"ORL,ANTI-GRIPPE,ANTI-RHUME",1780.0
285,8034926,ANTIHEMORROIDAL PDE T/30 G,"GASTRO.E.H., MEDICAMENT DE PROCTOLOGIE",2870.0
286,8111437,ANTI-KALIUM PDRE P SUSP BUV B/20 SACH,UROLOGIE NEPHROLOGIE,16400.0
287,3278796,ANTI-SPA CP PELL 200 MG B/30,ANTISPASMODIQUE,2881.0
288,9755880,ANXIOMYL CP 6 MG B/30,"PSYCHIATRIE, ANXYOUTIQUES",3220.0
289,8304917,APAZIDE GELULE 200 MG B/l 6,"GASTRO.E.H., ANTI- DIARRHEIQUE",1725.0
290,8304923,APAZIDE SUSP VUB 4% FL/100 ML,"GASTRO.E.H., ANTI- DIARRHEIQUE",1875.0
291,8072909,APDROPS CY FL/3 ML,"OPHTALMOLOGIE, ANTIBACTERIENS LOCAUX",3130.0
292,8177011,APDROPS DX CY FL/3 ML,"OPHTALMOLOGIE, ANTIBACTERIENS LOCAUX",3100.0
293,3404829,APEXIME CP 500 MG B/3,"ANTIBIOTIQUE, MACROLIDE",4440.0
294,3404782,APEXIME CP PELL 250 MG B/6,"ANTIBIOTIQUE, MACROLIDE",4440.0
295,3404744,APEXIME PDRE POUR SUSP BUV 200MG/5ML FL/15ML,"ANTIBIOTIQUE, MACROLIDE",4165.0
296,8156753,APFLU POUDRE EFFERVESCENT SACHET B/10,"ORL,ANTI-GRIPPE,ANTI-RHUME",2510.0
297,8008030,APIFEN CP 200 MG B/20,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1100.0
298,8674319,APOTEL MAX 10MG/ML SOL INJ P PERFUSION FL/100ML,ANTALGIQUE/ANTIPYRETIQUE,1821.0
299,8011581,APOTEL PLUS AMP INJ (600 + 20JMG/4ML B/3,ANTALGIQUE/ANTIPYRETIQUE,4820.0
300,8018092,APRAMOL CP EFF 500 MG B/l 6,ANTALGIQUE/ANTIPYRETIQUE,1267.0
301,8079662,APRANAX CP 550 MG B/l0,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),2244.0
302,3611500,APROFORTCP PELL 150MG/5MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,11740.0
303,3611588,APROFORT CP PELL 300MG/10MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,15460.0
304,3611548,APROFORT CP PELL 300MG/5MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,15050.0
305,3100742,APROVEL CP 150MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",13875.0
306,3100118,APROVEL CP 300 MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",19866.0
307,8147228,APROZAR CP 150 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",9900.0
308,8147234,APROZAR CP 300 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",14070.0
309,3398111,AQUANATE POUDRE POUR SOLUTION INJECT 60MG B/l,"PARASITOLOGIE, ANTIPALUDIQUE",1545.0
310,3026721,ARACYTINE AMP INJ 500 MG B/l,"CANCEROLOGIE, ANTINEOPLASIQUE",4815.0
311,3087961,ARBITELCP40 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",10530.0
312,3087923,ARBITELCP80 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",11795.0
313,3088005,ARBITEL H CP 40MG/125MG B/30,ANTIHYPERTENSEUR ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE,11370.0
314,8434212,ARBITEL-AM CP 40MG/5MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,8846.0
315,8043374,ARCET CP 500 MG B/20,ANTALGIQUE/ANTIPYRETIQUE,420.0
316,8043380,ARCET SIROP 120 MG/5 ML FL/60 ML,ANTALGIQUE/ANTIPYRETIQUE,945.0
317,3111086,ARCONIFED SR CP 20 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR CALCIQUE",3475.0
318,3879642,ARCOXIACP 120 MG B/7,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),6780.0
319,3879234,ARCOXIA CP 60MG B/7,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),5347.0
320,3879530,ARCOXIA CP 90MG B/7,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),6711.0
321,3423652,ARIMIDEX CP 1 MG B/30,"CANCEROLOGIE, ANTINEOPLASIQUE",38330.0
322,3113295,ARINAX CP 40/240MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1740.0
323,3109953,ARINAX CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2585.0
324,3227947,ARINAX GRANULE POUR SUSP BUV SACHET B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1035.0
325,3109955,ARINAX PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2670.0
326,8066731,ARMETRINE CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2909.0
327,3559966,ARSIQUINOFORME CP 250MG B/15,"PARASITOLOGIE, ANTIPALUDIQUE",2530.0
328,3006687,ARTANE CP 2 MG B/50,"NEUROLOGIE, ANTIPARKINSONIENS",2500.0
329,3006693,ARTANE CP 5 MG B/20,"NEUROLOGIE, ANTIPARKINSONIENS",1960.0
330,8010564,ARTECOMCP DISP B/12,"PARASITOLOGIE, ANTIPALUDIQUE",4850.0
331,8074570,ARTECOM CP PELL 8 MG B/8,"PARASITOLOGIE, ANTIPALUDIQUE",4850.0
332,8063980,ARTECOM PDRE P SUSP BUV FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",3890.0
333,8053881,ARTEDIAM CP 400 MG B/12,"PARASITOLOGIE, ANTIPALUDIQUE",3855.0
334,8053635,ARTEDIAM PDRE P SUSP BUV 1 FL/30ML AMODIAQUINE+1FL/30 ML ARTESUNATE,"PARASITOLOGIE, ANTIPALUDIQUE",3165.0
335,2298795,ARTEFAN CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2785.0
336,8056916,ARTEFAN CP 40 MG/240 MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",2785.0
337,8024715,ARTEFAN CP 40MG/240MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1752.0
338,8145293,ARTEFAN CP 60MG/360MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2165.0
339,2298794,ARTEFAN CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2150.0
340,2288927,ARTEFAN CP DISP 20MG/120 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",830.0
341,3564561,ARTEFAN CP DISP 40MG/240MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1752.0
342,2260828,ARTEFAN PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2235.0
343,3564509,ARTEFAN PDRE P SUSP BUV 20MG/120MG NOURRISSON FL/30ML,"PARASITOLOGIE, ANTIPALUDIQUE",1408.0
344,3564516,ARTEFAN PDRE P SUSP BUV 40MG/240MG ENFT FL/30ML,"PARASITOLOGIE, ANTIPALUDIQUE",2096.0
345,3564523,ARTEFAN PDRE P SUSP BUV 60MG/360MG FL/30ML,"PARASITOLOGIE, ANTIPALUDIQUE",2578.0
346,3564530,ARTEFAN PDRE P SUSP BUV 80MG/4800MG FL/30ML,"PARASITOLOGIE, ANTIPALUDIQUE",2785.0
347,3340202,ARTEGEN INJECTABLE 60MG IM/IV FL/1,"PARASITOLOGIE, ANTIPALUDIQUE",1410.0
348,3440414,ARTEJECT SOL INJ 80 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",4740.0
349,1002888,"ARTELAC CY 0,3% FL/10 ML","OPHTALMOLOGIE, SUPPLEANCE LACRYMALE",3570.0
350,8043279,ARTEM SOL INJ 40 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3820.0
351,8043285,ARTEM SOL INJ 80 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",5912.0
352,8099475,ARTEMETHER UBI SOL INJ 40MG/ML B/l 0,"PARASITOLOGIE, ANTIPALUDIQUE",8295.0
353,8099452,ARTEMETHER UBI SOL INJ 80MG/ML B/l0,"PARASITOLOGIE, ANTIPALUDIQUE",9950.0
354,5052021,ARTENAM AMP INJ 100MG B/7,"PARASITOLOGIE, ANTIPALUDIQUE",8405.0
355,8093515,ARTEPAL SUSP BUV FL/60 ML + POUDRE PR SUSP BUV FL/30 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2670.0
356,5015717,ARTEQUIN CP B/6,"PARASITOLOGIE, ANTIPALUDIQUE",4575.0
357,8039355,ARTEQUIN ENF CP 300/375MG B/3+3,"PARASITOLOGIE, ANTIPALUDIQUE",3475.0
358,5609070,ARTEQUIN PEDIATRIQUE STICK 50/125MG B/3,"PARASITOLOGIE, ANTIPALUDIQUE",4160.0
359,3255766,ARTEROPIRINE CP 75MG B/30,"HEMOSTASE, ANTIAGREGANTS PLAQUETTAIRES",5195.0
360,8027688,ARTESIANE AMP INJ 20MG B/l0,"PARASITOLOGIE, ANTIPALUDIQUE",6752.0
361,8027702,ARTESIANE AMP INJ 20MG B/3,"PARASITOLOGIE, ANTIPALUDIQUE",3145.0
362,8027694,ARTESIANE AMP INJ 80 MG B/5,"PARASITOLOGIE, ANTIPALUDIQUE",4765.0
363,8109104,ARTESIANE SOLUTION INJECTABLE 300MG/3ML B/l,"PARASITOLOGIE, ANTIPALUDIQUE",3805.0
364,2265458,ARTESIANE SUPPO 40 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3500.0
365,3096185,ARTESUN SOL INJ 60MG IM/IV B/l,"PARASITOLOGIE, ANTIPALUDIQUE",1755.0
366,3339862,ARTESUN PDRE P P INJ 120 MG B/l,"PARASITOLOGIE, ANTIPALUDIQUE",3090.0
367,3222577,ARTESUN PDRE P SOL INJ 30MG IM/IV B/l,"PARASITOLOGIE, ANTIPALUDIQUE",995.0
368,2472000,ARTESUPPO SUPPO 100MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2785.0
369,2471998,ARTESUPPO SUPPO 200 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3445.0
370,8418710,ARTILEX PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2235.0
371,3155783,ARTILIUM CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2825.0
372,3155786,ARTILIUM CP 40 MG/240 MG B/12,"PARASITOLOGIE, ANTIPALUDIQUE",2840.0
373,3155884,ARTILIUM CP DISP 20MG/120 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",730.0
374,8004871,ARTILIUM PDRE P SUSP BUV 15MG/90MG FL/60ML,"PARASITOLOGIE, ANTIPALUDIQUE",1885.0
375,2474208,ARTISON IN J 120MG BT 1,"PARASITOLOGIE, ANTIPALUDIQUE",2294.0
376,2474206,ARTISON INJ 60MG BT1,"PARASITOLOGIE, ANTIPALUDIQUE",1420.0
377,3150399,ARTIZ DP CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2096.0
378,8086604,ARTIZ FORTE CP 40 MG/240 MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",2855.0
379,8083959,ARTIZ PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2745.0
380,3214244,ARTLUF CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2530.0
381,6192849,ARTLUF PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2096.0
382,8014160,ARTOME PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2345.0
383,3364926,ARTOTEC CP 50 MG B/20,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),7470.0
384,3526547,ARTOTEC CP 75 MG B/20,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),5680.0
385,2287856,ARTRIM CP 40 MG/240 MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",3855.0
386,3038578,ARTRIM GH CP 20MG/120MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",720.0
387,8585833,ARTRIM GH CP 40/240MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1820.0
388,3314661,ARTRIM GH CP 80/480MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2715.0
389,2287767,ARTRIM PDRE P SUSP BUV 15MG/90MG FL/60ML,"PARASITOLOGIE, ANTIPALUDIQUE",3129.0
390,8005296,ARTRINE CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2405.0
391,8010624,ARTRINE PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2030.0
392,8026772,ASAQ DENKCP B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3200.0
393,3006902,ASCABIOL SOL P APPL LOC FL/125 ML,"DERMATOLOGIE, ANTIPARASITAIRE EXTERNE",3705.0
394,2290545,ASCALOL SOL P APPL LOC 25% FL/125ML,"DERMATOLOGIE, ANTIPARASITAIRE EXTERNE",1260.0
395,5015731,ASCORIL CP B/20,"PNEUMOLOGIE, ANTIASTHMATIQUE",2180.0
396,5015732,ASCORIL SOL BUV FL/100 ML,"PNEUMOLOGIE, ANTIASTHMATIQUE",2140.0
397,3321782,ASMET-GZ COMPRIMES 500MG/80MG B/30,AUTRES ANTIDIABETIQUES,6920.0
398,8551768,ASMETHER-L CP 20MG/120MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",925.0
399,8551722,ASMETHER-L CP 40/240MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1065.0
400,3387481,ASMOCET-MTS COMPRIMES 5MG/10MG B/20,"ALLERGOLOGIE,ANTIHISTAMINIQUE",7605.0
401,8488946,ASMOCID CP PELLICULE 40MG B/20,"GASTRO.E.H., ULCERE GASTRODUODENAL",4165.0
402,8551751,ASMODROX CP 250 MG B/l 0,"ANTIBIOTIQUE, CEPHALOSPORINE",5540.0
403,8488969,ASMOFLAM COMPRIMES PELLICULES 400MG/325MG B/20,ANTALGIQUE/ANTIPYRETIQUE + AINS,1520.0
404,3320174,ASMOFLOX CP 200 MG B/20,"ANTIBIOTIQUE, QUINOLONE",4135.0
405,3387443,"ASMOLOS-HT COMPRIMES PELLICULES 50MG/12,5MG B/30",ANTIHYPERTENSEUR ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE,6230.0
406,3492314,ASMORIDE 2MG CPR B/30,SULFAMIDE ANTIDIABETIQUE,3555.0
407,2291220,"ASOMEX CP 2,5 MG B/50","ANTIHYPERTENSEUR, INHIBITEUR CALCIQUE",6918.0
408,8038367,ASOMEX CP 5 MG B/50,"ANTIHYPERTENSEUR, INHIBITEUR CALCIQUE",11740.0
409,3007244,"ASPEGIC 0,5G PDRE P P INJ 500 MG B/6",ANTALGIQUE/ANTIPYRETIQUE,4400.0
410,3189363,ASPEGIC 100 PDRE P SUSP BUV 100 MG/SACH B/20,ANTALGIQUE/ANTIPYRETIQUE,1585.0
411,3189819,ASPEGIC 1000 PDRE P SUSP BUV 1000 MG/SACH B/20,ANTALGIQUE/ANTIPYRETIQUE,2798.0
412,3270361,ASPEGIC 250 PDRE P SUSP BUV 250 MG/SACH B/20,ANTALGIQUE/ANTIPYRETIQUE,1612.0
413,3122689,ASPEGIC 500 PDRE P SUSP BUV 500 MG/SACH B/20,ANTALGIQUE/ANTIPYRETIQUE,1985.0
414,2039207,ASPEGIC VITAMINE C PDRE P SUSP BUV B/10SACH,ANTALGIQUE/ANTIPYRETIQUE,2175.0
415,8089293,ASPIRIN CARDIO CP GASTRO-RESISTANT 100MG B/30,"CARDIOLOGIE, PREVENTION CARDIOVASCULAIRE",1901.0
416,2019475,ASPIRINE CP 100 MG B/20,ANTALGIQUE/ANTIPYRETIQUE,620.0
417,3629790,ASPIRINE CP 500 MG PLAQUETTE DE 10,ANTALGIQUE/ANTIPYRETIQUE,2412.0
418,3135261,ASPIRINE DU RHONE CP 500 MG B/30,ANTALGIQUE/ANTIPYRETIQUE,900.0
419,3353153,ASPIRINE UPSA 1G CP 1 G B/20,ANTALGIQUE/ANTIPYRETIQUE,2880.0
420,3007681,ASPIRINE UPSA CP EFF B/20,ANTALGIQUE/ANTIPYRETIQUE,1281.0
421,8018991,ASTAPH 125 PDRE P SUSP BUV 125 MG/5 ML FL/60 ML,"ANTIBIOTIQUE, PENICILLINE",2345.0
422,8034518,ASTAPH 250 PDRE P SUSP BUV 250 MG/5 ML FL/60 ML,"ANTIBIOTIQUE, PENICILLINE",3365.0
423,8019051,ASTAPH 500 GELULE 500 MG B/12,"ANTIBIOTIQUE, PENICILLINE",2755.0
424,8031862,ASTAPH GELULE 500 MG B/24,"ANTIBIOTIQUE, PENICILLINE",5335.0
425,8034517,ASTAPH PDRE P SUSP BUV 250MG FL/100ML,"ANTIBIOTIQUE, PENICILLINE",4851.0
426,3365106,ASTHALIN SIROP 2MG FL/100ML,"PNEUMOLOGIE, ANTIASTHMATIQUE",2235.0
427,3600658,ASTRIAM RETARD 80 MG SUSP INJ AMP/2ML B/1,ANTI-INFLAMMATOIRE STEROÏDIEN (AIS),4135.0
428,8081185,ASTYFER GELULE B/20,"HEMATOLOGIE, ANTIANEMIQUES",2783.0
429,8081222,ASTYFER SIROP FL/110ML,"HEMATOLOGIE, ANTIANEMIQUES",2590.0
430,8071399,ASU DENK FIXED DOSE CP B/3,"PARASITOLOGIE, ANTIPALUDIQUE",3545.0
431,2291266,ASUNATE DENK 100 PLUS JUNIOR CP 100 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2925.0
432,2291272,ASUNATE DENK 200 PLUS CP 200 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",4300.0
433,3511379,ATACAND CP 16MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",22511.0
434,3457208,ATACAND CP 4 MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",15790.0
435,3457266,ATACAND CP 8MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",20885.0
436,3008114,ATARAX AMP INJ 100 MG B/6,"ALLERGOLOGIE,ANTIHISTAMINIQUE",3600.0
437,3008137,ATARAX CP ENR 25 MG B/30,"ALLERGOLOGIE,ANTIHISTAMINIQUE",3020.0
438,3008143,"ATARAX SIROP 0,2% FL/200 ML","ALLERGOLOGIE,ANTIHISTAMINIQUE",3407.0
439,2264217,ATENOLOL DENK CP PELLICULE 50MG B/100,"ANTIHYPERTENSEUR, BÊTABLOQUANT",9400.0
440,3433225,ATHRITA SOL INJ 20MG/ML AMP/1M L B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3475.0
441,3433232,ATHRITA AMP INJ 40 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",4080.0
442,3433256,ATHRITA SOL INJ 80 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",4990.0
443,3433249,ATHRITA SOLUTION INJECTABLE AMP 60MG/ML IM B/6,"PARASITOLOGIE, ANTIPALUDIQUE",4580.0
444,3258484,ATMAX CP PELL 500 MG B/3,"ANTIBIOTIQUE, MACROLIDE",6011.0
445,3258477,ATMAX PDRE POUR SUSP BUV 200MG/5ML FL/15ML,"ANTIBIOTIQUE, MACROLIDE",3889.0
446,3236604,ATOREX CP PELL 10 MG B/30,HYPOLIPEMIANT,6520.0
447,3236611,ATOREX CP PELL 20MG B/30,HYPOLIPEMIANT,8942.0
448,8084031,ATORFIT AM CP 10MG/10MG B/30,"CARDIOLOGIE, ANTIHYPERTENSEUR",10015.0
449,8084025,ATORFIT AM CP 10MG/5MG B/30,"CARDIOLOGIE, ANTIHYPERTENSEUR",8640.0
450,8084717,ATORFIT CP 10 MG B/30,HYPOLIPEMIANT,6367.0
451,8084700,ATORFIT CP 20 MG B/30,HYPOLIPEMIANT,8433.0
452,3428184,ATORFIT CP 40MG B/30,HYPOLIPEMIANT,9535.0
453,3374078,ATORLIP CP PELL 20MG B/30,HYPOLIPEMIANT,8985.0
454,3991909,ATORVACOR CP 10 MG B/30,HYPOLIPEMIANT,5910.0
455,3901893,ATORVACOR CP 20 MG B/30,HYPOLIPEMIANT,8405.0
456,3990568,ATORVASTATINE SP CP PELL 20MG B/30,HYPOLIPEMIANT,7605.0
457,3990575,ATORVASTATINE SP CP PELL 40MG B/30,HYPOLIPEMIANT,11050.0
458,2023270,ATRICAN GELULE 250 MG B/8,ANTIBIOTIQUE ET ANTIPARASITAIRE,4094.0
